m,b,x,pp99,adj,v,s,l,d,p,h,appr_h,k
0,2413242,0,161.58,2651,Hlidskjalf,1156390,317,4.39,2446,23751,445998,
0,2282512,0,153.54,2793,Disillusion Incarnate,1091806,306,4.57,5643,28597,440912,
64,2079597,0,148.28,2840,RIGHTEOUSNESS OF MORALITY,905621,300,3.48,19422,35477,434126,
0,974352,0,146.64,2840,Eternal Darkness,454451,346,4.22,7407,49471,420185,
0,2069833,0,140.57,2988,Endless Days,989460,306,3.93,5598,33292,436438,
0,2234005,0,111,3710,Wandering through spiritual space...,1067037,138,4.84,2358,26872,442761,4
0,2773920,0,86.75,4716,Another,1338910,90,3.29,2338,11721,457913,7
64,671990,0,46.08,541,Harby's NM,277421,168,2.05,353798,65666,403967,4
256,1864175,0,41.31,103,Collab Extra,891712,125,4.22,33048,37252,432442,
64,4147035,0,45.17,541,Normal,1982752,210,2.16,11232,1526,467979,4
0,1661047,0,19.24,1,Hard,791845,113,2.24,162324,41203,428454,
0,820080,0,139.53,2988,Etude,374364,77,4.83,7211,66948,402782,
256,548945,0,188.58,2137,Afterword,154929,128,6.35,31026,68365,401373,7
0,374405,0,200.42,1854,Yuki's Extra,149173,107,4.61,14305,80856,388777,
64,1943671,0,206.4,1769,8K Another,930775,103,3.71,412,10982,458655,8
0,2113851,0,146.45,2840,Bashe's Expert,1009732,130,4.6,2457,32021,437476,
256,1017155,0,167.87,2552,Universe,476172,112,5.87,10911,53774,415874,7
0,2401857,0,147.09,2840,7K Ichigo,1142802,201,4.5,1571,25213,444421,7
256,698743,0,42.6,103,Ichi-tan's Lunatic,312780,131,3.93,30813,71002,398631,7
64,3180645,0,165.47,2552,4K Da-Da Da!,1551253,85,3.33,8418,12368,457265,4
64,3169985,0,107.1,3842,4K Hard,1551253,85,2.82,6963,12368,457265,4
64,369698,0,218.34,1621,S.Star's 7K Hyper,145573,123,4.05,47169,80893,388850,7
256,946877,0,205.92,1769,GRAVITY,440024,114,6.43,31253,62600,407052,7
256,975161,0,204.22,1854,jinjin's extra,454793,238,6.04,2862,38397,431238,7
256,1876750,0,197.2,2053,NO NOODLE MORE RICE!,812546,128,6.06,11826,38162,431521,7
256,2219679,0,192.86,2097,Random Toy BOX,1060064,147,6.01,8037,30127,439568,7
0,2606088,0,52.32,1950,Fulfillment of Wonderful Wishes,1254015,233,2.73,9337,22544,447154,
0,1817449,0,3.46,1,Normal,866408,28,0.92,54432,41081,428590,
64,2414966,0,182.93,2278,Unknown world,1157239,88,3.49,5614,9277,460396,4
64,3372200,0,156.52,2704,Insane,1651869,89,3.65,2339,9235,460409,4
64,1785311,0,125.18,3373,HIT!,854292,120,3.09,38241,37156,432865,4
64,3449256,0,203.17,1854,Fate,1687741,88,3.91,1648,5459,464191,4
64,1936262,0,166.79,2552,To the Milky Way [Special],898155,213,3.12,18054,31504,438154,4
0,2118952,0,143.04,2988,chi,1012337,160,4.3,3177,32836,436799,4
64,961773,0,99.05,4181,KK's Hyper,311458,146,3.15,83779,60737,408896,4
0,2279236,0,70.07,5648,Curiossity's Insane,1067037,134,3.56,3456,26872,442761,4
64,1212100,0,122.25,3374,ADVANCED,571189,115,3.15,32860,55622,414023,7
64,3490840,0,233.27,1407,Insane,1708332,148,3.83,2212,6523,463110,4
64,3196594,0,183.77,2278,Kanon's Hard,1556170,229,3.33,23240,14792,454841,4
64,3866662,0,160.76,2651,EXPERT,1877909,130,3.27,9405,5629,463886,4
64,2297604,0,244.78,1161,NEW GAME!!,1099840,90,3.81,6300,27546,442119,4
64,2501772,0,240.34,1208,Save Our Souls,1184861,87,3.7,9614,22234,447450,4
64,2147313,0,175.06,2331,EXHAUST,1026824,125,3.79,11988,32027,437624,4
0,2721489,0,59.67,5246,HARD,1313205,138,3.01,2056,13110,456523,4
0,1080531,0,69.13,5582,oko's Extra,398134,85,2.96,2615,2686,466947,
0,3601431,0,23.94,1,Whitish | Sya's Normal,1683685,133,2.04,8426,10356,459278,4
0,3611058,0,30.46,6,Acoustic,1764261,130,2.05,1919,9034,460600,6
0,3194921,0,8.88,1,Sya's 4K Easy,1475830,85,1.35,3707,12666,456973,4
64,1125049,0,141.41,2988,4K Hyper,530756,106,3.19,181219,55890,413750,4
64,941424,0,174.15,2452,4K Hard,437171,96,3.01,50070,61837,407815,4
0,86522,0,0,1,Another,25545,107,2.93,18831,107131,362334,
0,95028,0,0,1,swish's diff,25545,97,1.02,9188,107131,362334,
0,2156385,0,25.26,2,Beginner,682615,166,1.99,5292,33275,436359,4
64,1773539,0,10.44,1,Easy,848090,81,1.07,601389,37057,432548,
0,1281680,0,6.83,1,Yuria's Easy,604847,86,1.11,60687,49041,420623,
0,58539,0,6.43,1,Easy,9709,125,1.27,110158,114204,355288,
0,274079,0,5.31,1,Normal,104169,85,1.2,366367,87769,381750,
0,3017193,0,2.08,1,Houshou Hari's Normal,1455997,173,1.3,207902,18850,450769,
0,171100,0,3.62,1,Normal,56469,72,1.3,55836,93750,375742,
0,779447,0,3.68,1,Natsu's Normal,347433,81,1.19,29746,67301,402370,
0,1205778,0,3.71,1,Turtle's Easy,555132,122,1.12,26217,50842,418814,
0,1670006,0,3.61,1,Easy,685008,105,0.97,11106,36588,433106,
0,121738,0,3.12,1,yuca,37914,89,1.24,98148,102739,366868,
0,1375219,0,2.65,1,Tofu's 4K Easy 'Michiru',648170,86,1.27,22086,49565,420097,4
0,1421864,0,1.85,1,Easy,671199,178,1.11,131661,45533,424100,
0,1970018,0,10.04,1,Normal,942642,78,2.05,471897,36911,433032,
0,2734571,0,0.3,1,Normal,1317972,85,1.91,50846,21939,447713,
0,736217,0,5.39,1,Standard,332532,214,1.38,1908587,69042,400596,
0,524157,0,0,1,Aka's Normal,221414,94,1.45,32899,76323,393310,
0,1838661,0,0,1,BOSS' NORMAL,879193,36,1.44,176436,40131,429526,
0,54101,0,4.21,1,Normal,14672,155,1.53,102312,115907,353599,
0,1312517,0,0,1,Doormat's Normal,604847,86,2.02,145800,49041,420623,
0,87733,0,10.92,1,Hard,13177,203,1.83,444603,107960,361505,
64,1266410,0,176.89,2331,Antalf's Insane,541483,249,3.2,69588,51287,418469,4
0,2649612,0,155.57,2704,Interlude,1275200,368,4.06,1008,22656,446989,4
64,2560418,0,185.98,2137,4K MX,1231682,87,3.42,13650,20959,448812,4
0,3999688,0,53.18,1950,Toko's Advanced,1415321,131,2.57,637,1845,467791,4
64,3997822,0,41.29,103,Slowpoke104's Easy,1415321,131,1.71,524,1845,467791,4
0,2176651,0,33.43,6,Normal,1041437,97,2.13,46071,32251,437395,4
0,3689913,0,37.17,25,Normal,1798275,87,2.15,5661,7183,462453,4
0,3621680,0,23.62,1,keksik's Normal * Maker,1765293,195,2,5814,8194,461678,4
0,3653283,0,27.74,2,Ming's Normal,1783863,87,1.9,3282,7208,462425,4
0,1213898,0,18.82,1,Feru's Normal,572809,84,1.81,57078,46493,423144,4
0,2507960,0,11.48,1,Normal,1204419,85,1.74,91638,26365,443268,4
0,1702139,0,22.7,1,Easy,811431,115,1.74,1400,4713,464930,4
0,354592,0,20.24,1,Normal,142382,83,1.64,110329,83115,386518,4
0,3435552,0,16.51,1,EASY,1681655,120,1.53,9592,9126,460526,4
0,2176648,0,15.86,1,Easy,1041437,97,1.49,24318,32251,437395,4
0,2478212,0,15.57,1,gokugohan12468's Normal,1189202,84,1.53,58462,25369,444287,
0,3494091,0,12.5,1,DH's Intermediate!,1709954,98,1.37,2919,7402,462246,4
0,3653280,0,11.28,1,Lami's Easy,1783863,87,1.31,2946,7208,462425,4
0,3397526,0,10.95,1,Easy,1664254,91,1.3,6755,11508,458050,4
0,1213895,0,10.74,1,Feru's Easy,572809,84,1.28,45648,46493,423144,4
0,3920799,0,3.99,1,Easy,1901824,87,1.26,2767,1025,468615,4
0,4168910,0,8.1,1,Basic,2004646,58,1.15,4994,1034,468615,
0,2661971,0,3.42,1,Easy,1281581,117,1.08,30963,23509,446005,
0,2936040,0,0,1,Normal,1425185,89,1.95,9811,17000,452632,4
0,4224061,0,195.84,2053,deafen's another,1985592,65,4.57,144,173,469412,4
256,969684,0,249.89,1065,ULTIMATE,452041,118,6.56,1017,7005,462651,7
64,2208846,0,27.73,2,Beyond Sounds,866661,159,2.49,9417,13879,455754,4
64,3253277,0,187.62,2137,Mipha's Hard,1592860,245,3.3,21224,15600,454033,4
0,3071589,0,125.31,3373,Seekin g,1488593,266,4.24,1313,14595,455038,4
0,1964454,0,16.52,1,Insane,940597,193,2.64,16974,37626,432008,
0,2022692,0,41.24,103,Insane,966324,285,2.45,30159,36670,432986,
64,1139501,0,132.52,3264,hard,537792,176,3.14,38343,56240,413394,4
64,769091,0,207.51,1769,6K Collaborative Memories,283155,298,3.82,5628,59626,410024,6
64,1138993,0,221.91,1568,Tidek's 6K Insane,537499,37,3.77,4347,46543,423090,6
64,724697,0,209.64,1664,5K HOLD YOUR COLOUR,326337,308,3.87,2384,68893,400866,5
64,948963,0,206.18,1769,5K Love Hero,283155,298,3.52,2226,59626,410024,5
64,1519840,0,156.4,2704,6K Hard,650415,230,3.24,17550,44071,425528,6
64,717150,0,202.65,1854,Greget,322571,311,3.37,12422,70065,399602,5
64,3518471,0,218.64,1621,Hard,1721634,143,3.45,9195,9034,460599,4
0,1467148,0,186.07,2137,Another,693381,297,4.68,213,16234,453394,8
64,4071744,0,213.1,1664,4K Tsuki,1964020,86,3.75,848,1645,468005,4
64,970988,0,47.76,541,NOVICE,440024,114,2.2,40420,62600,407052,7
64,813120,0,18.98,1,Easy,363594,88,1.37,279137,63272,406361,4
64,1103148,0,3.11,1,5K Easy,519251,29,0.73,11682,59341,410324,5
64,2791091,0,213.09,1664,Sword Oratoria,1167872,88,3.55,11130,14414,455233,4
256,4150011,0,269.08,868,Extreme,1979194,270,6.49,641,1361,468312,7
256,3729442,0,202.17,1854,Midnight Symphony,1817787,282,7.11,3207,7258,462241,7
256,2783891,0,203.84,1854,Longing,1344144,293,6.47,1623,21120,448513,7
256,2552545,0,228.68,1448,Domination,1176967,581,6.46,2110,26024,443622,7
256,1145470,0,226.6,1448,Sayakather,540175,126,6.25,11017,54786,414850,7
0,2998205,0,24.96,2,Present,1458344,142,2.33,3552,5505,464129,4
0,3807991,0,32.83,6,Normal!!!,1852057,253,2.39,2497,5872,463763,4
0,1830040,0,16.65,1,Sya's Normal,875743,197,2,62217,32027,437716,4
0,3020142,0,19.11,1,NOVICE,1469677,116,2.07,17272,15755,453894,4
0,1033164,0,20.76,1,GCorp's Normal,484327,268,1.94,161930,59628,410008,4
0,3584065,0,12.87,1,Normal,1751787,84,2.02,3476,7698,461942,4
0,1294970,0,8.03,1,Normal,613792,244,1.92,36591,52474,417159,4
0,2872784,0,10.03,1,Paran's Normal,1391279,130,2,61812,18694,450939,4
0,1900497,0,13.92,1,NOVICE,908415,202,1.96,54738,33634,436785,4
64,2059459,0,182.31,2278,ANGKI IS REAL!!!,984247,36,3.47,35048,22233,447400,4
64,3370447,0,190.14,2097,Lost Item,1651011,100,3.64,4863,10308,459326,4
64,3132632,0,159.7,2651,ADVANCED,1477789,129,3.44,12947,12983,456652,4
64,1310851,0,110.35,3710,Crumpey's Final Elimination,618173,60,2.65,25155,45573,424060,4
64,1818924,0,181.6,2278,EXHAUST,836072,130,3.54,50517,39032,430515,4
0,998444,0,28.15,2,MEDIUM,466552,97,2.12,86463,56732,413024,4
0,1021880,0,20.7,1,CS' 4K NM,478451,148,1.89,55834,59337,410340,4
0,559714,0,19.39,1,NOVICE Lv.8,242484,113,1.88,159083,73265,396367,4
0,530557,0,22.06,1,4K NM,210610,109,1.87,92913,70633,399011,4
0,768222,0,20.54,1,NM,331485,86,1.87,48761,67352,402357,4
0,1373120,0,20.08,1,MEDIUM,587266,114,1.91,35253,42527,427099,4
0,1125595,0,18.66,1,4K Normal,531090,100,1.84,126472,56632,413001,4
0,2147092,0,13.3,1,Daeng's Normal,1024827,89,2.12,40833,29498,440102,4
0,3141864,0,12.37,1,Muz's Advanced,1435820,106,1.86,2466,13436,456293,
0,998442,0,8.29,1,BASIC,466552,97,1.46,30281,56732,413024,4
0,427202,0,8.51,1,4K NM,177155,134,1.57,46238,77582,392054,4
0,713953,0,8.41,1,BASIC Lv.4,320905,114,1.45,17046,67098,402576,4
0,3268451,0,7.28,1,Enon's Normal,1478148,86,1.81,6419,15032,454601,
0,426445,0,5.73,1,4K Easy,171880,377,1.33,30368,66464,403217,4
64,1191560,0,151.07,2793,Retaliation,563527,88,3.36,59742,51186,418553,4
64,528184,0,158.49,2704,Tidek's 4K Insane,195940,169,3.41,96597,70666,398968,4
64,3620487,0,125.54,3373,Bubba's Hyper,1768657,118,3.4,6321,7754,461883,4
64,2907680,0,224.41,1568,Insane,1410322,119,4.01,1372,15571,453931,
256,2471417,0,180.66,2278,YURUSANAI,1185688,137,5.47,11053,19711,449812,4
0,3939688,0,31.14,6,7K Snow Memories,1660169,82,2.54,850,4113,465542,7
0,3818609,0,18.12,1,7K Hard,1602124,104,2.3,1409,5848,464522,7
0,3678309,0,38.67,25,7K Hard,1794589,87,3.23,1593,4864,464778,7
0,1773499,0,21.57,1,Insane,848068,150,2.51,47736,41228,428449,
64,1236756,0,14.05,1,Hard,584575,45,1.43,1007109,50253,419472,
0,2134712,0,8.18,1,Collab Hard,1020213,190,2.19,79308,34390,435293,
64,2306627,0,186.71,2137,Hard,1103802,116,3.31,61893,25085,444561,4
64,2438111,0,173.73,2452,Sya's Hard,1168331,238,3.17,6783,7406,462554,4
64,3341593,0,136.18,3009,Jesuren's Hard,1100913,216,3.05,4337,11972,457662,4
64,1945547,0,112.27,3710,Regou's Idealism,930846,120,4.34,4932,32789,436917,
64,823729,0,188.92,2137,EXHAUST,375607,93,3.36,47315,57952,411681,4
0,2763839,0,110.99,3710,7k insane,1334074,139,4.13,1799,19624,450015,7
0,2832686,0,148.1,2840,Insane,1369976,96,4.26,2366,18484,451425,7
64,752599,0,105.83,3842,HD,333217,238,2.84,3586,69203,400458,7
64,2832684,0,127.01,3373,Hard,1369976,96,3.16,5529,18484,451425,7
64,2270756,0,123.67,3374,Scotty's Hard,1080892,138,3.44,6597,28354,441335,7
0,2706982,0,86.91,4716,HYPER!!,1305627,154,3.54,2574,20630,449018,7
0,914145,0,67.06,5582,50% Forme [7K Lv.18],379028,87,3.2,16265,64861,404789,7
0,2560419,0,28.62,2,7K HD,1231682,87,3.01,6213,20959,448812,7
64,3606971,0,232.73,1407,Amii's Mahou Shoujo,1751787,87,3.93,1898,7698,461942,4
64,3794144,0,221.93,1568,Blue Archive,1847026,135,3.8,4827,6034,463551,4
64,3182325,0,172.49,2452,Hard,1557840,210,3.23,40228,16328,453190,4
64,3959929,0,234.9,1281,Poke's Another,1302727,109,3.72,2721,3250,466400,4
64,3758784,0,216.68,1621,Another,1830075,92,3.54,2296,1649,468118,4
64,943041,0,149.1,2840,4K Hard,436217,115,3.09,43146,43075,426574,4
64,3589143,0,229.83,1407,My Hometown,1753800,101,3.68,1772,7717,461918,4
64,3031888,0,192.39,2097,Solitude,1477793,209,4.08,2469,13124,456442,7
64,3733965,0,206.39,1769,Feelings,1810890,87,3.62,2477,5204,464438,4
64,440843,0,174.5,2331,7K HD,184097,84,3.22,41712,76966,392667,7
64,3798824,0,196.14,2053,Heart,1849271,179,5.05,8967,7068,462464,
64,3449049,0,111.68,3710,Difficult,1672894,116,3.01,20513,11435,458199,4
0,2527760,0,39.96,103,NOVICE,1206800,118,2.35,7599,22958,446703,7
0,2508650,0,32.58,6,Normal,1191497,141,2.2,12501,22828,446820,7
0,3316554,0,30.37,6,Advanced,1624402,139,2.21,4043,11361,458272,7
0,3937813,0,30.03,6,normal,1909163,154,2.08,1006,1906,467728,7
0,1122257,0,27.07,2,Lude's Normal!,528031,131,2.27,27198,48200,421432,7
0,1252471,0,27.95,2,MEDIUM,591904,133,2.07,34803,38086,431582,4
64,4066459,0,205.21,1769,Hard,1962079,127,3.37,1511,935,468617,4
64,3737999,0,203.45,1854,To ... Do not go home until you finish reading the value of e,1821727,226,3.46,894,4752,464952,4
64,415860,0,146.19,2840,LNP's Lv.27,162737,128,3.8,30545,79163,390508,4
0,3796527,0,22.81,1,Advanced,1848177,133,2.41,1594,5418,464080,7
0,3224109,0,17.65,1,7K Hard,1563440,84,2.37,2435,14134,455455,7
64,1076623,0,153.88,2793,MEDIUM,506110,111,3.23,55493,58123,411510,4
64,1126819,0,215.09,1621,Dell's 5K Charismatic Gifts,531713,102,3.75,4595,56603,413041,5
64,3961321,0,182.39,2278,Another,1919502,208,4.37,807,3657,465975,6
64,1247939,0,189.48,2137,wew,589583,46,3.81,14238,49128,420524,5
64,3441405,0,208.15,1769,Funk's 6k Disorder,1606009,88,3.82,1005,6037,463715,6
64,3961320,0,179.27,2331,Hyper,1919502,208,3.33,2137,3657,465975,6
64,3610293,0,157.03,2704,Hard,1763882,86,3.19,1013,4889,464753,6
64,735424,0,151.6,2793,5K Hyper,332130,199,3.3,11295,66423,403248,5
64,1187857,0,144.57,2840,Myle's Hard,561887,88,2.85,7011,44216,425417,6
64,1740488,0,73.51,5648,NOVICE,823117,117,2.16,3107,10674,458959,6
0,3798481,0,47.13,541,Kyouren's Extraordinary King,1752237,88,2.84,152,5113,464543,
64,2072159,0,48.09,541,4K Normal,930775,103,1.84,4479,10982,458655,4
0,2957325,0,35.61,25,Kang Sae-byeok's Expert,1431667,88,2.54,2655,15463,454202,
0,3571523,0,33.37,6,Normal,1717150,117,2.23,1481,5196,464450,6
64,2992403,0,47.82,541,Akasha's Normal,1452883,112,2.09,7753,11436,458196,6
0,2097898,0,22.21,1,Catastrophe,1002271,74,2.67,323568,35008,434634,
0,971753,0,10.57,1,Normal,453091,100,1.89,4967,52999,417126,7
0,1772924,0,4.48,1,Kalibe x LCFC's Insane,847776,246,2.46,38583,41709,427961,
0,1945938,0,1.67,1,8K Normal,930775,103,1.95,543,10982,458655,8
64,1126124,0,115.13,3699,KK's Hyper,526265,107,2.77,12880,56750,412883,4
64,244555,0,199.96,1854,LV.23,90042,111,3.88,45730,89062,380461,7
64,379001,0,150.27,2793,S.Star's 7K Another,153971,113,3.2,24006,82114,387519,7
0,2826776,0,41.66,103,Nabi's Hard,1363987,85,3.4,2966,12005,457629,7
0,3319663,0,59.33,4142,_VK's Hard,1625877,88,2.9,2228,11897,457763,7
0,551775,0,25.61,2,4K NOVICE,237212,116,1.89,77685,74811,395388,4
0,1957007,0,10.76,1,4K Beginner,922352,113,1.62,12348,33450,436195,4
0,1409896,0,10.39,1,Normal,666119,168,1.72,16164,48656,421004,4
64,1214522,0,9.31,1,Easy,573280,181,1.26,24840,46991,422642,4
64,1159499,0,8.75,1,4K Basic,510218,90,1.3,8721,37065,432590,4
0,2039059,0,7.73,1,Normal,942796,88,1.7,39816,32483,437150,4
0,2082654,0,12.63,1,Normal,995539,233,1.85,14841,33271,436364,4
64,1001516,0,7.53,1,BANGKE's EZ,468213,136,1.2,275228,61043,408611,4
0,960426,0,11.06,1,Normal,442691,214,1.67,127129,61403,408230,4
0,947780,0,7,1,Penny [EZ],440508,172,1.41,28842,57701,411932,4
64,772340,0,6.78,1,Easy,350207,142,1.13,36469,64981,404701,4
64,837833,0,6.03,1,Easy,381397,150,1.42,39001,63840,405795,4
0,902062,0,5.79,1,Easy,311458,146,1.47,26194,60737,408896,4
64,854005,0,161.75,2651,Zan's Hyper,380680,145,3.39,42478,62819,406817,4
64,2785640,0,77.08,5440,mint's Hyper,1224402,113,3.01,41031,20227,449478,4
0,1956391,0,5.84,1,Normal,936126,127,1.41,242190,35482,434171,
64,1139502,0,197.08,2053,insane,537792,176,3.43,27721,56240,413394,4
64,3794375,0,228.09,1448,Come on be my love!,1847110,81,3.63,1003,4583,465056,4
64,2245768,0,88.45,4716,Akitoshi's Extreme,1073074,31,2.65,307476,31515,438118,
0,3969191,0,189.48,2137,drago's trauma,1895514,214,4.88,306,2673,466978,4
64,1421468,0,45.6,541,Wonki's NOVICE,453953,114,2.23,20853,44778,424899,7
0,3204264,0,31.15,6,Hyper,1569120,111,3.03,2079,13940,455696,7
0,2091019,0,33.63,6,Re:Murumoo's Normal,999735,63,2.12,11628,33135,436498,7
64,693779,0,36.79,25,7K Normal,187154,110,2.05,55548,69251,400454,7
64,1862336,0,217.9,1621,24/7 Happiness!!,890867,114,3.61,2124,9334,460326,4
64,3659092,0,195.46,2053,Virtue's World,1786224,87,4.26,2213,6539,463093,4
64,2819435,0,193.05,2097,Rainbow,1362766,83,3.46,1422,4811,464867,4
64,3415685,0,193.82,2097,Insane,1672239,136,4.2,2692,9044,460549,6
64,1187856,0,194.83,2053,Chaos,561887,88,3.87,3366,44216,425417,6
64,2241866,0,164.82,2552,Fine Lady,1071016,91,3.62,2042,17363,452270,6
64,3597662,0,166.09,2552,Hard,1672239,136,3.32,4103,9044,460549,6
256,4021543,0,205.02,1769,Divine Testament,1943992,148,6.26,979,1676,467976,4
64,1973486,0,317.51,528,Kobii vs. DnM's Another,937565,118,4.65,5508,36424,433491,7
64,1844197,0,279.72,753,Akasha's Another,875074,176,4.54,6003,40351,429306,7
64,1959337,0,202.6,1854,Hikari's Hyper,937565,118,3.55,8460,36424,433491,7
0,2286438,0,139.29,3009,Rem's White Insane,1055617,180,4.35,4226,22883,446942,7
0,2452076,0,105.33,3842,Destiny,1175640,242,3.62,2267,21727,447915,
64,2486052,0,101.42,3998,Comet,1193099,225,3.05,10841,24872,444786,
0,2113247,0,78.36,5440,No difficulty name,1009447,232,2.96,15986,24874,444811,
0,2581632,0,53.61,1950,Resonance Signal,1241769,308,2.87,29842,21752,447934,
0,789208,0,52.68,1950,Hinsvar's Insane,355070,87,2.6,11846,67331,402332,
0,2593908,0,50.69,1950,i.n.toxicated,1248032,150,2.61,7321,21707,447949,
0,2527226,0,38.85,25,deetz' Insane,669465,138,2.28,5183,25005,444759,
0,2476778,0,38.18,25,Hard,1185794,83,2.23,8805,24829,444837,
0,2519981,0,27.38,2,meiikyuu's Hard,1193099,213,2.37,50760,24872,444786,
0,2764102,0,22.6,1,n.e.wton's hard,1248032,142,2.1,5086,21707,447949,
64,3801354,0,190.11,2097,Mikansei Kokoro,1850473,259,4,1999,6356,463285,4
64,1058771,0,191.81,2097,CS' Hyper,489950,102,3.21,82967,60015,409693,4
64,504821,0,128.67,3373,Hard,209952,239,2.93,97884,76522,393111,4
0,3697034,0,213.63,1664,Sadistic Routine,1663604,233,5.27,320,6059,463574,7
0,1303170,0,33.82,6,Hard,618173,60,2.29,22671,45573,424060,4
0,3428789,0,28.53,2,DenYi's Normal,1231905,89,2.34,4084,10144,459352,4
256,1460895,0,44.57,541,Sadistic,690240,89,3.59,46647,41586,428049,4
64,1305420,0,26.9,2,Normal,618173,60,1.85,24282,45573,424060,4
0,1160646,0,25.69,2,4K Hard,548030,116,2.22,16974,33084,436567,4
256,1488931,0,21.18,1,Insane,699794,89,3.15,109971,41374,428283,4
64,1566509,0,28.26,2,error's Normal,699794,89,1.83,101907,41374,428283,4
0,1447038,0,28.17,2,Normal Normal,683691,97,2.21,52524,49549,420090,4
0,3695312,0,22.88,1,DH's Normal Class,1799825,88,1.95,8562,7408,462229,4
0,1693765,0,20.83,1,Normal,806066,88,1.91,15031,21157,448458,4
64,1460894,0,18.04,1,Normal,690240,89,1.83,43740,41586,428049,4
0,110334,0,25.64,2,Aleks,33842,135,2.24,817975,104847,364626,
64,1562489,0,15.55,1,Easy,699794,89,1.34,99207,41374,428283,4
64,1609585,0,15.14,1,Easy,690240,88,1.25,31824,41586,428049,4
0,3467739,0,12.98,1,Hard,1697298,87,2.41,1831,8126,461617,4
64,1024191,0,16.97,1,W. Armato's Easy,478161,136,1.31,58195,54235,415413,4
64,3695321,0,13.48,1,Mirsaaa's Junior Class,1799825,88,1.32,5664,7408,462229,4
0,1160648,0,12.26,1,4K Normal,548030,116,1.87,10773,33084,436567,4
0,2290545,0,11.66,1,Normal,1076218,102,2.01,15795,29583,440001,4
0,2165189,0,8.41,1,Easy,940377,197,1.48,106623,33332,436312,
64,2905919,0,10.48,1,Sun's Easy,1231905,89,1.41,2709,10144,459352,4
64,208762,0,10.87,1,Normal,69158,84,1.26,181589,91316,378160,
64,1261691,0,9.88,1,Easy,596704,86,1.31,771586,54910,414726,
256,2594874,0,7.31,1,Hard,1231905,89,3.1,3106,10144,459352,4
0,3901028,0,181.8,2278,White eLegaNce,1877583,226,4.44,1485,4101,465588,4
64,2291661,0,189.79,2097,Hard,935429,249,3.25,10626,22020,447644,4
64,824274,0,39,25,Normal,376340,110,1.82,248642,65025,404619,4
0,1278814,0,22.76,1,Tarrasky's True Love,600702,29,2.37,753867,50194,419446,
64,3692002,0,19.67,1,Normal,1800839,139,2.02,1682,7785,461848,7
64,1802638,0,16.79,1,Normal,861685,42,1.3,187128,41791,427834,
0,1269345,0,6.92,1,Masha's Insane,600702,29,2.33,1199610,50194,419446,
0,1593361,0,14.86,1,Depression,757410,77,2.25,1687887,46497,423166,
64,1802637,0,14.44,1,Insane,861685,42,1.25,699030,41791,427834,
0,2011463,0,8.71,1,AF's Insane,954272,170,2.55,65898,35493,434183,
0,757656,0,8,1,Insane,342820,88,2.53,28706,69646,399997,
0,757655,0,7.66,1,Hard,342820,88,1.98,11909,69646,399997,
0,1269264,0,6.88,1,Hard,600702,29,1.94,847377,50194,419446,
0,1948943,0,4,1,Insane,933554,29,2.39,176112,37809,431826,
0,2054309,0,0,1,Easy,981616,103,1.29,450225,35039,435012,
64,2835134,0,196.14,2053,Ichi's Hard,1161543,226,3.2,19501,20463,449170,4
64,992414,0,112.15,3710,5332,454071,118,3.1,35251,56622,413011,4
64,1649679,0,36.13,25,NORMAL,785774,214,2.03,78759,44450,425183,
2,2529310,0,22.25,1,NORMAL,1213465,88,2.31,43650,19831,449804,4
0,1522933,0,2.04,1,Basic,581729,186,0.89,42912,45238,424408,4
0,37714,0,33.09,6,Hard,9430,73,2.55,230500,117838,351729,
0,239265,0,18.89,1,Insane,87630,88,2.19,1833862,89725,379739,
0,1863230,0,7.82,1,Normal,891338,127,1.96,284895,40365,429317,
0,83712,0,9.97,1,Hard,24626,120,2.52,65942,109642,359838,
0,1762724,0,35.95,25,Expert,842412,30,2.31,4266711,42682,427022,
0,2104519,0,7.54,1,Hard,1005555,123,2.05,460179,35144,434520,
0,1656876,0,4.03,1,Mao's Normal,789528,133,1.32,163116,43913,425720,
0,2395929,0,14.64,1,Insane?,1147361,88,2.26,2340162,28371,441118,
0,1863229,0,8.77,1,Hard,891338,126,2.5,89181,40365,429317,
0,1396122,0,0,1,Aquamarin,651825,77,1.82,171288,51682,418106,
0,1863198,0,0,1,coco's Insane,891333,94,2.48,35289,39385,430123,
0,1762729,0,18.82,1,Light Insane,842412,30,2.3,3047490,42682,427022,
0,297648,0,0,1,Fun.,69892,213,1.92,37738,85948,383517,
0,465223,0,147.18,2840,7K MX,196171,116,4.16,4111,72254,397378,7
64,1002339,0,218.46,1621,Insane Lv. 14,468634,134,3.67,52138,58483,411180,4
64,2258948,0,105.57,3842,Game Over,1079712,258,3.41,48060,31478,438157,4
64,1251242,0,9.1,1,easy!!,591255,85,1.14,58614,54586,415046,
0,836774,0,25.73,2,NOVICE,382668,110,1.95,126112,64028,405610,4
0,836251,0,24.46,1,4K NOVICE Lv.9,382403,110,1.88,95741,59791,410122,4
64,668854,0,155.97,2704,ADVANCED,298006,118,3.3,349981,70041,399636,4
64,1935590,0,139.72,2988,4K ADVANCED,781373,115,2.81,29203,24741,444928,4
64,2755970,0,130.75,3264,Difficult,1330167,90,2.66,8932,16303,453205,4
64,659652,0,90.86,4345,Kyou's Hyper,293130,116,2.77,95714,72761,396874,4
